date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:52	4628/4628	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-1214%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59638.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59638.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:53	5658/5658	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-161a%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58042.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58042.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:54	5399/5399	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-1517%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58154.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58154.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:54	4425/4425	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-1149%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59821.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59821.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:55	33905/33905	---M--	200	added ('OK')	application/javascript	etag:%22543297f3-8471%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/fp.js	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/fp.js	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:56	4082/4082	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-ff2%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/57685.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/57685.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:56	96837/96837	---M--	200	added ('OK')	application/javascript	etag:%22543297f3-17a45%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/jquery_003.js	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/jquery_003.js	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:57	7805/7805	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-1e7d%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/57854.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/57854.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:57	5163/5163	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-142b%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58858.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58858.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:58	5511/5511	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-1587%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59721.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59721.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:58	6667/6667	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-1a0b%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59667.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59667.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:59	7944/7944	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-1f08%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58006.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58006.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:47:59	8338/8338	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-2092%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58019.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/58019.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:48:02	33075/33075	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-8133%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/img1.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/img1.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:48:02	42/42	---M--	200	added ('OK')	image/gif	etag:%22543297f3-2a%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/imgcount.gif	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/imgcount.gif	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:48:03	43/43	---M--	200	added ('OK')	image/gif	etag:%22543297f3-2b%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/ctrack.gif	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/ctrack.gif	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:48:04	162/162	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Oct%202014%2012:48:06%20GMT	http://static.media1first.com/tour/zgfvidpop/mute.png	D:/!Bismillah/lpx/v/static.media1first.com/tour/zgfvidpop/mute.png	(from http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/style.css)
19:48:04	32955/32955	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-80bb%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/img2.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/img2.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:48:04	162/162	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Oct%202014%2012:48:06%20GMT	http://static.media1first.com/tour/zgfvidpop/unmute.png	D:/!Bismillah/lpx/v/static.media1first.com/tour/zgfvidpop/unmute.png	(from http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/style.css)
19:48:05	2185/2185	---M--	200	added ('OK')	image/png	etag:%22543297f3-889%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/blue.png	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/blue.png	(from http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/blue.css)
19:48:05	38806/38806	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-9796%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/img3.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/img3.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:48:05	162/162	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Oct%202014%2012:48:07%20GMT	http://static.media1first.com/tour/css/square_sm/blue@2x.png	D:/!Bismillah/lpx/v/static.media1first.com/tour/css/square_sm/blue@2x.png	(from http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/blue.css)
19:48:05	40785/40785	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-9f51%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59697.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/59697.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
19:48:06	564/564	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Oct%202014%2012:48:08%20GMT	http://static.media1first.com/css/fp/img/ajax-loader.gif	D:/!Bismillah/lpx/v/static.media1first.com/css/fp/img/ajax-loader.gif	(from http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/fp.css)
19:48:07	30158/30158	---M--	200	added ('OK')	image/jpeg	etag:%22543297f3-75ce%22	http://static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/img4.jpg	D:/!Bismillah/lpx/v/static.media1first.com/d/TSuEVxAqb6/tsk3537sdf2/index_files/img4.jpg	(from http://media1first.com/?l=tsk3537sdf2&s=15327984890&z=91123)
